Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
af42f305-3f0c-396d-8303-9cbdb900a516,23834663-ed53-3da9-b330-d6e1ecb8428e,Myong12 Heidenreich818,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,1832
1fb2fb3e-e3bd-3d79-b5a9-0b4730852c90,44bef9d3-91c2-3005-93e0-ccf436348ff0,Cheree978 Cassin499,F,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,262
47cb5349-d261-324a-9109-c888f4a0e966,60457c13-adb2-3415-82c5-86ab5dab5f93,Mohammed454 Parisian75,M,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,517
ea53dda3-3bf7-30c9-804b-a0fa4eabcafa,a9f20dc1-5147-3789-bcef-bbecb41c5983,Judith460 Johns824,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,325
1b75d7a2-3964-340e-b025-c5e2d3506244,7fb56531-86bd-3e4a-8619-4df9942da309,Jeramy610 Littel644,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,1162
406824a5-a1ce-34a6-8b28-90225acc767e,03347b4d-994e-302b-848b-58019a4e274d,Clint766 Goldner995,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,347
96d3208b-34c3-3bcd-83a2-8dd1f9430db4,cb6a50e0-af76-3758-99ad-3200ede03fff,Pamelia915 Harber290,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,123
4185c383-897e-34e7-9f9b-04c31dd7e615,9a7149fa-49fc-3c87-b935-d29c55808717,Jamie386 Eichmann909,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,258
7bd4e666-a82d-3ad1-bc7c-b49eb726577b,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Lonna614 Dietrich576,F,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,2665
de75d491-eca3-343c-90a0-a32824647526,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Lon587 Lind531,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,1376
f6065151-bf86-330b-a526-ac86b53b440b,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Tressa150 Kovacek682,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,462
5bf929a6-ea58-3e94-a4cf-22cc1e168d6d,db0acede-4abe-3c01-8d03-5c68a190d8c7,Edie35 Howell947,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,1400
4b04cd2f-3f27-35bc-8069-f4ca6339529f,3d10019f-c88e-3de5-9916-6107b9c0263d,Maile198 Frami345,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2658
4d0bb3a1-8259-3749-a330-e9c17879d81a,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Vertie683 Towne435,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,1194
aa89beb2-7bc6-35fa-83f7-4b32039e84eb,12c9daf5-a29c-36c9-ac55-28972463e566,Sanford861 Gottlieb798,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1999
12b801f8-7b4e-369e-80b9-4205c25aab0f,27379046-608b-32f0-9df7-8c833cf5d11d,Kasi212 Hickle134,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,281
6274a7fa-b270-3d24-aaf6-c19251de4524,226098a2-6a40-3588-b5bb-db56c3a30a04,Leola603 Tremblay80,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,1100
b10541e2-7c3a-3ded-b323-532320e213ab,b7175ab4-bde5-3848-891b-579bccb77c7c,Shaunte610 Bergstrom287,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,172
8cddbb1b-7e2c-3bf0-957e-bc62c160cfc5,d733d4a9-080d-3593-b910-2366e652b7ea,Rivka589 Sanford861,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,270
40d7ff6c-5040-39aa-a876-19f1ccc6740c,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Luke971 Rath779,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,3083
0f365bed-2aa2-3340-974f-3fcf51fd477a,d5117822-5756-389d-9547-891a372d580f,Donita707 Ward668,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,1728
006bcb89-50e6-382f-8784-3cdf167ccbde,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Darlena95 Pfannerstill264,F,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,590
3180b739-e823-37a0-b307-52a6d67db4a5,6f122869-a856-3d65-8db9-099bf4f5bbb8,Zana914 Considine820,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,2159
0a8a9359-7b33-3256-a068-b5a7d18ebe4b,465de31f-3098-365c-af70-48a071e1f5aa,Keri25 Schmidt332,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,1760
05a143d2-3a7d-3764-b23b-c760b0d7af13,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Ashlea10 Funk324,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,409
1cd507b3-be67-3afe-a0cf-dbbddb080d0f,80e919cc-df1a-3838-b75e-541564a286e5,Bryant814 Murazik203,M,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,1636
2ab3ffaa-5ab1-3b94-b695-4ec0afc2036c,8e00f524-3a5f-313e-9542-378dfc61193f,Eunice461 Kertzmann286,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,130
db064792-ed76-35e8-923a-ec92d13fa3b5,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Yaeko585 Stanton715,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,258
1595224e-648a-3615-aae6-115609722480,161a799c-4894-36f6-8ca7-2a71c8107f79,Quincy153 Heathcote539,M,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,191
74dd514b-8534-3497-a3af-1b7a45395269,956ccb85-bea0-30f9-af48-52f5dd95ff72,Kyle55 Tremblay80,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,413
dacc925e-e4ae-38ab-9f7c-76c15f293c0c,d7b11827-25f2-350b-bcd8-939fc59851b0,Tisha655 Dickens475,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,406
d78462d1-3e5d-3a93-961e-6df1df9e285a,5103c940-0c08-392f-95cd-446e0cea042a,Catalina187 Olivo261,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,457
e49edc61-6ba6-324c-bef7-b65f0e10799f,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Carolyne559 Howell947,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,283
2b0e30ee-dfd7-3ac1-82ab-9aa2d54a108b,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Tomas436 Sauer652,M,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,189
69e585d1-1d1f-39ed-a9e8-bdfb82497b03,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Suzette512 Monahan736,F,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,65
8f9aea5b-fd01-37c0-8931-18b6d64bdae6,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Gaynell126 Streich926,F,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,4828
137af5ab-8714-3efc-8a37-8c92adeb9957,ae67223f-808e-33d3-a83e-066deebf35ed,Jeanmarie510 Beatty507,F,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,136
acac936f-f745-354e-a5eb-43722cfbfd19,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Phillip440 McCullough561,M,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,145
982ad229-1952-34ae-b1b2-1e19960d9b7d,5573d6f9-681b-3f8f-9264-2da0fec29b1e,Guadalupe206 Valenzuela371,F,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,27
3a65bdb3-12b2-3247-8e8a-0e34d295c736,5259a506-b80b-3ed5-9c30-83188eabf33e,Von197 Mraz590,M,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,590
93330079-96b3-3b50-8097-f235a8ae30b4,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Terry864 Wiegand701,M,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,636
c5990d8c-bdcd-356e-976f-b82848b7e09f,f95eebbf-70d7-385e-8e4c-748c79c6d644,Tiana543 Blick895,F,GENERAL PRACTICE,199 Main Street,Gloucester,MA,01930,42.613102,-70.66085,248
4cbaa6db-aa54-3011-b871-4e9a46309224,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Garth972 Wyman904,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,553
fedd8776-2f1c-3aae-a902-0d70692e180b,ed146054-9dd5-3f0b-83df-d29d983039c3,Leonor133 Nájera755,F,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,664
2d8632ad-16af-3773-a63e-1952e0a7e4c8,3490b118-b33a-38e3-b763-f6f8f0039d6b,Devora529 Sipes176,F,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,256
b6c72690-131c-355f-91d0-7fc93ccc80e1,8881e3ee-e915-31b3-867f-8e2fbe41e887,Lynwood354 Monahan736,M,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,121
89334094-3082-3984-8835-2f4bb972790b,0b78995f-8b45-34d3-969d-afcc456bb1c7,Mari763 Reynolds644,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,260
76ff3058-5c76-3178-a29e-5d1125fc1bcf,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Benton624 Becker968,M,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,182
e2a4bf3b-ca54-3e59-b3fb-86782cb88617,18f774ab-db01-37ba-95c4-44c4eab47089,Jesús825 Quiroz936,M,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,473
9933b64b-c726-34fc-8632-57bf456598f7,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Jc393 Borer986,M,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,186
793c18cd-8269-387d-b998-c135459e4248,d311e70d-86e7-3c03-b115-53892bcf7ef1,Gertrudis163 Schaden604,F,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,2650
e54433bd-8112-36aa-ab01-e8ca07614aa4,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Malinda718 Cassin499,F,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,327
59a571a5-6e9d-3aef-9791-ade8fddad476,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Hassan290 Rath779,M,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,196
608920ae-c94c-3543-9209-e9bc8b667b78,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Óscar156 Mateo562,M,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,574
f61a6a29-7081-3071-8d99-49bec2d4d22d,78dbf052-6958-3c67-af45-b5a450b70fe4,Wayne846 Mertz280,M,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,448
c49ac45b-cd50-3bee-86ed-122e3883e25b,3a2242e0-de37-303b-bdfc-e160c7eae518,Vern731 Powlowski563,M,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,310
aa74a403-bd1b-3c07-b8d3-8772d7619115,d5f4875f-6df2-32a8-a01b-47267f47fc49,Tiana543 Blick895,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
bf2cdcd6-79e1-3ea8-86f3-34ed71153033,d5f4875f-6df2-32a8-a01b-47267f47fc49,Colby655 Schowalter414,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
86f1b823-bbdc-3264-8b9a-5af7c943d697,d5f4875f-6df2-32a8-a01b-47267f47fc49,Garth972 Wyman904,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ea40c11f-1e63-3894-8a9c-31af3e443375,d5f4875f-6df2-32a8-a01b-47267f47fc49,Leonor133 Nájera755,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
4a904c5f-7462-3fe3-a53b-4418ddc4446f,d5f4875f-6df2-32a8-a01b-47267f47fc49,Devora529 Sipes176,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
02af277b-6748-34f1-8fb0-dfaf1e4c705a,d5f4875f-6df2-32a8-a01b-47267f47fc49,Lynwood354 Monahan736,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
848af812-9c78-34c1-b314-bd70037c0e95,d5f4875f-6df2-32a8-a01b-47267f47fc49,Mari763 Reynolds644,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,153
acbf404e-722d-3e3b-bf34-1b77764a9966,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Vern731 Powlowski563,M,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
c51e319b-0bad-3136-a73f-c320c60d0a6d,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Crista774 Keebler762,F,CHIROPRACTIC,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
dcf84574-f739-3531-b4af-e66dba4c84a8,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Brittani427 Satterfield305,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
f97c8138-6719-3d15-af1a-df99e531e427,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Myong12 Heidenreich818,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
f923922b-c4c9-3060-8735-70910463c4f1,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Cheree978 Cassin499,F,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
edc599c1-ba62-33dd-97d8-8c8566e2c5eb,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Mohammed454 Parisian75,M,PHYSICAL THERAPY,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,0
64da2d28-6e3d-3b32-b077-04c033bd2ff9,74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,Judith460 Johns824,F,GENERAL PRACTICE,175 ELM ST,SALISBURY,MA,01952-1828,42.844794,-70.841499,72
5b1b67e0-7044-31b6-b7db-499799b47e67,79e14b44-8026-3599-b8ac-14813879825e,Glenn0 Monahan736,M,CHIROPRACTIC,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,0
48785c4b-b4fb-3e03-9da2-1c707ea528e0,79e14b44-8026-3599-b8ac-14813879825e,Dorthy94 Volkman526,F,GENERAL PRACTICE,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,62
3b45466c-983d-355a-83b9-248840eff1d0,6725cc67-119b-38a5-9fc8-c104c2b7f993,Jude172 Quigley282,F,CHIROPRACTIC,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,0
6d597735-3235-36f7-b260-e8195c021b07,6725cc67-119b-38a5-9fc8-c104c2b7f993,Dorcas534 Skiles927,F,GENERAL PRACTICE,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,25
843b5327-2a0e-3a5b-9237-6be4ef428207,de1376c4-8f27-37ed-85da-6986458442f2,Jonah176 O'Conner199,M,CLINICAL PSYCHOLOGIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
1be66359-9b41-336e-a93e-268e38df6de6,de1376c4-8f27-37ed-85da-6986458442f2,Arron144 Walker122,M,CLINICAL SOCIAL WORKER,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
6bb38e9f-55fb-30b3-8b28-3f21051c9529,de1376c4-8f27-37ed-85da-6986458442f2,Phil587 Grimes165,M,GENERAL PRACTICE,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,110
0b4faadd-46b2-31bd-9f6f-4e3e0de6e513,de1376c4-8f27-37ed-85da-6986458442f2,Albert312 Mertz280,M,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
2b0be82c-3297-38bf-b505-288a4df35ad9,de1376c4-8f27-37ed-85da-6986458442f2,Alita891 Buckridge80,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
8025fa42-7573-3184-b47f-a2c892efb299,438286b4-bcc2-3608-9a7c-4a1ec9bdb277,Earnestine14 Herzog843,F,NURSE PRACTITIONER,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,0
54f0a96d-2499-30c3-8e05-de0c888fd12e,438286b4-bcc2-3608-9a7c-4a1ec9bdb277,Katlyn29 Koelpin146,F,PATHOLOGY,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,0
183e76e4-73ea-3145-9780-f485a9c974cd,438286b4-bcc2-3608-9a7c-4a1ec9bdb277,Dolores502 Aguilera202,F,GENERAL PRACTICE,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,36
0c5ca190-0f5d-362e-9c1d-cdd42658c797,438286b4-bcc2-3608-9a7c-4a1ec9bdb277,Rey54 Ondricka197,M,DERMATOLOGY,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,0
28f71139-6c04-3424-9ef1-8ee4e96580e4,438286b4-bcc2-3608-9a7c-4a1ec9bdb277,Mikel238 Olson653,M,DERMATOLOGY,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,0
ebc7369c-ee4d-34b0-8edc-1f3ce6f35e63,438286b4-bcc2-3608-9a7c-4a1ec9bdb277,Marcelino726 Jakubowski832,M,DERMATOLOGY,955 MAIN ST,WINCHESTER,MA,01890-4303,42.452752000000004,-71.144319,0
